test_case,id,source,language,text,task1,task2
EXIST2021,4166,twitter,es,"oye que vergüenza los hombres que vinieron acá a llorar su # notallmenen lugar de hacer el proceso de reflexionar críticamente sobre el reportaje , se ofenden . giles culiaos .",non-sexist,non-sexist
EXIST2021,4167,twitter,es,"mujeres que tienen relaciones sexuales consensuadas , sin tomar ninguna medida de protección y luego salen embarazadas , para luego exigir un aborto , lo que le deberían practicar es una histerectomía . las criaturas no tienen culpa de su irresponsabilidad .",sexist,stereotyping-dominance
EXIST2021,4168,twitter,es,"mujer al volante , peligro constante y más si van de la mano se satanas !",sexist,stereotyping-dominance
EXIST2021,4169,twitter,es,# johnnydepp no se dará por vencido en su batalla legal contra # then y # amberheard . el actor vuelve a la carga con una nueva carta de apelación : - - - > # johnnydeppismygrindelwald # johnnydeppisawifebeater # amberheardisthevictim # metro,non-sexist,non-sexist
EXIST2021,4170,twitter,es,"me hace sentir como una mujer moderada y eso que soy bato , mr",non-sexist,non-sexist
EXIST2021,4171,twitter,es,me acostumbraría fácilmente a despertar todos los días envuelta en tus brazos,non-sexist,non-sexist
EXIST2021,4172,twitter,es,la secta hereje y cosmética essex es muy atractiva para los jóvenes mucho ojo papás .,non-sexist,non-sexist
EXIST2021,4173,twitter,es,mi perra come mejor que yo y aún así no aprovecha dios mío,non-sexist,non-sexist
EXIST2021,4174,twitter,es,puta q me parió porra cu bucea,non-sexist,non-sexist
EXIST2021,4175,twitter,es,# yositecreo # alzamosnuestravozana cristina barracón en instagram : a esta es mi denuncia pública de las agresiones que viví durante dos años por parte de mateo k . no quiero que más mujeres pasen por esto . a a,non-sexist,non-sexist
EXIST2021,4176,twitter,es,"dejar claro que la culpa no es del islam , sino más bien de la mala praxis de estos individuos con su cultura religión . . . ni una menos , nos queremos vivas y libres , todas las mujeres del mundo . sahara libre ya",non-sexist,non-sexist
EXIST2021,4177,twitter,es,"la existencia me aprieta , me estrecha , arruga las sábanas de la cama de la calma y no me deja existir .",non-sexist,non-sexist
EXIST2021,4178,twitter,es,"un amigo me hizo mansplaining , me dolió . . . pero más me encabronó .",non-sexist,non-sexist
EXIST2021,4179,twitter,es,"yo le creo a lina , porque me ha pasado y es más , nos critican cuando no denunciamos y cuando lo hacemos también . a quién los entiende ? el acoso callejero es real y nadie debería padecer del mismo . un chiflido , un comentario sexual o sobre el cuerpo no solicitado es acoso . ulds .",non-sexist,non-sexist
EXIST2021,4180,twitter,es,no te conozco de nada pero quiero desearte mucha suerte con los exámenes que se te vienen . pareces una tía de puta madre por lo que pude saltearte y además quiero decirte que vaya guapo es tu gato,non-sexist,non-sexist
EXIST2021,4181,twitter,es,"cómo me empuja que lo vean a uno de mal humor y lo único que se les ocurre decir es "" estás en tus días ? "" isis un tus dios , babosos hijueputas",non-sexist,non-sexist
EXIST2021,4182,twitter,es,"la nueva # expressaclara de es la mejor manera de mantener tu piel protegida e hidratada . además , aclara visiblemente tus manchas a en tan sólo 7 días ! a pruébala !",non-sexist,non-sexist
EXIST2021,4183,twitter,es,"es la primera vez que la corte suprema aborda un problema de agresión sexual en la era del movimiento # metro y tras el brutal asesinato de la soldado hispana , vanessa guille . informa : .",non-sexist,non-sexist
EXIST2021,4184,twitter,es,"vi un tinto de una niña que dijo que sav no hace lives porque la ultima vez la balearon ( ? ) tipo la molestaron mucho y que wea les pasa cámara ella es un solcito como le vas a decir algo malo a ella si es una beben fin , hagamos una tendencia apreciado porque she deserves",non-sexist,non-sexist
EXIST2021,4185,twitter,es,denunciarla x violar tu privacidad,non-sexist,non-sexist
EXIST2021,4186,twitter,es,todo es culpa del humorismo,sexist,ideological-inequality
EXIST2021,4187,twitter,es,"a vosotros os podría sodomizar un caballo y lo veríais bien si fuese "" de los vuestros "" . tengo compañeros que no cobran y vienes tú a hablar de inventó . . .",non-sexist,non-sexist
EXIST2021,4188,twitter,es,yo me hago la paja y vos coje por orto asi evitas el aborto frigida,sexist,sexual-violence
EXIST2021,4189,twitter,es,sigue viviendo en argentina con la ex mujer del lobo fisher ?,non-sexist,non-sexist
EXIST2021,4190,twitter,es,"# fórmulaempresarial | en el marco de la reunión con global business partners la estableció fortalecer relaciones comerciales , sociales y educativas con estados unidos .",non-sexist,non-sexist
EXIST2021,4191,twitter,es,"usando nuestra # tiedyeshirt . # simplementeequiseslamarca # laminada # guadalajara # rapmexico # streetwearmexico # mexastreet en guadalajara , marisco",non-sexist,non-sexist
EXIST2021,4192,twitter,es,en plan yo la falda la llevo como 6 dedos por arriba de la rodilla y cada vez que me levanto para participar en clase mi profesora a llevas la falda muy corta a delante de toda la clase y es como vete a la mierda porque solo me lo dice a mi aunque todas la de mi clase la lleven así,non-sexist,non-sexist
EXIST2021,4193,twitter,es,# viernes una forma de medir el avance de la consolidación democrática en un estado consiste en revisar el grado de igualdad real entre mujeres y hombres en la sociedad . # porunajusticiaigualitaria,non-sexist,non-sexist
EXIST2021,4194,twitter,es,"no los defendí , eso fue hace años así que al pedo encima se disculparon pero los tuyos aún no lo hacen y no vengas con que no saben porque todos son hombres mayores con más de 20 años que razonan y saben las cosas porque están metidos en ese medio encima en pleno 2020 psss",non-sexist,non-sexist
EXIST2021,4195,twitter,es,estrecha lazos de colaboración mariscal alvarado con contadores públicos,non-sexist,non-sexist
EXIST2021,4196,twitter,es,"en su momento , # espectáculos informó que bill colby , quien purga una condena de hasta 10 años por cargos de asalto indecente agravado , culpó al "" # metro histeria a , como llamó al movimiento , de que lo declararan culpable . retomó plano informativo",non-sexist,non-sexist
EXIST2021,4197,twitter,es,si soy muy insegura no me digas que soy como una niña,non-sexist,non-sexist
EXIST2021,4198,twitter,es,neta váyanse todos a chingar a toda su perra zorra madre .,sexist,misogyny-non-sexual-violence
EXIST2021,4199,twitter,es,el aborto es legal en arg en 3 condiciones : por violación por incapacidad mental de la persona gestante si llevar a cabo el embarazo trae daños a su salud entendemos el concepto de salud que abarca mas que solo la salud física de una persona +,non-sexist,non-sexist
EXIST2021,4200,twitter,es,pasando por esos lugares y no poder comprar nada . . . y eso que vi a una chica que compró un póster grande de la última foto . . . pinche pobreza : ' v @ bus _ two,non-sexist,non-sexist
EXIST2021,4201,twitter,es,"agos espero que se haga justicia por vos y las demás chicas , voy a tratar de difundir como pueda",non-sexist,non-sexist
EXIST2021,4202,twitter,es,a estaban mejor con mari o los milicos ? no . a en chile las mujeres deberían poder decidir sobre sus propios cuerpos y los super ricos pagar impuestos en vez de evadirlo ? si .,non-sexist,non-sexist
EXIST2021,4203,twitter,es,wey te dije ! ! ! al los vatos ya ! mujer moderada autosuficienteahí te guacho,non-sexist,non-sexist
EXIST2021,4204,twitter,es,en usual hernia no sufrimos este conflicto de la misma manera porque el peso del pose y de podemos en el feminismo es anecdótico . igual hay que recuperar el debate sobre el daño que hace la instrumentación partidista del feminismo autónomo .,non-sexist,non-sexist
EXIST2021,4205,twitter,es,"quiero decir , este famoso , se mete ahí en busca de gente de su misma clase social , como nobles del sexi que son ( o se creen ) , no quieren a cualquier "" chusma de barrio "" . pero oye , luego a tope con el # bla , # metro , # welcomerefugees , un ejemplo mas de la hipocresía de esta gente .",non-sexist,non-sexist
EXIST2021,4206,twitter,es,"no sé que pasó en rayuela , aún , ojalá se aclare lo que si se es que el victimismo vende y es un buen negociovende más que un bar",non-sexist,non-sexist
EXIST2021,4207,twitter,es,"por ejemplo , a mi chica le gusta muchísimo el programa de silvia abril y toni acosta en la ser y lo escucha casi a diario , pero cada vez que me lo pone para que lo escuche con ella me quedo tal que así :",non-sexist,non-sexist
EXIST2021,4208,twitter,es,eres la mujer de mi vida yo no sé qué tienes pero lo tienes eres sensual por como escribes se ve que eres estudiada además eres exitante y eres libre . . . en fin eres única te quiero mucho . . . ojalá pudieras leerme me sentiría halagada y así sabré que me viste aunque sea,non-sexist,non-sexist
EXIST2021,4209,twitter,es,"yo ni se cómo se hace la bendita consulta . pero no te recuerda esta situación a la pregunta de jesús a la mujer adúltera ? sres , existe el libre albedrío y cada quien que haga lo que mejor le parezca , no somos manadas !",non-sexist,non-sexist
EXIST2021,4210,twitter,es,"hola , soy una mujer libre de las clases de inglés",non-sexist,non-sexist
EXIST2021,4211,twitter,es,no sé cómo no se dieron cuenta que este país estaba destinado al fracaso cuando la radio ya hizo aquel concurso premiando a la adolescente más joven en quedar embarazada y el premio lo ganó una niña de 15 años .,non-sexist,non-sexist
EXIST2021,4212,twitter,es,"jajajaja jamás hagas eso , la masculinidad siempre es atractiva",non-sexist,non-sexist
EXIST2021,4213,twitter,es,no aguanto ni un día más sin tener tatuado lo de tú y yo chelo y te quiero y siento que no me hayan gustado las mujeres etc,non-sexist,non-sexist
EXIST2021,4214,twitter,es,leyendo las discusiones de feministas tipo,non-sexist,non-sexist
EXIST2021,4215,twitter,es,team niño hay muchas diferencias de cuando estaba embarazada de limita a,non-sexist,non-sexist
EXIST2021,4216,twitter,es,"protegerte y no hicieron nada . estan hartos de decirte que sentir odio es totalmente normal y forma parte del test . para que ahor venga escoria y lo digo bien claro es co ria capacitista zen wonderful q han vivido una vida color de rosa , a decir q si te hicieron algo ( + )",non-sexist,non-sexist
EXIST2021,4217,twitter,es,"siempre se busca salvar la vida de la persona . pero estar embarazada no te pone en riesgo y si ese fuera el caso , se aborta legalmente",non-sexist,non-sexist
EXIST2021,4218,twitter,es,lo que sea con tal de no reconocer la superioridad del madrid . . . escoria,non-sexist,non-sexist
EXIST2021,4219,twitter,es,yo le hablo a mi gata y a mi perra y las dos me entienden . te aseguro que entienden más que muchos,non-sexist,non-sexist
EXIST2021,4220,twitter,es,excelente decisión .,non-sexist,non-sexist
EXIST2021,4221,twitter,es,"a ) si el embarazo fuera producto de una violación , con el solo requerimiento y la declaración jurada de la persona ante el / la profesional o personal de salud interviniendo . b ) si estuviera en riesgo la vida o la salud integral de la mujer o persona gestante .",non-sexist,non-sexist
EXIST2021,4222,twitter,es,este es el nuevo # notallmen ? akshksjs,non-sexist,non-sexist
EXIST2021,4223,twitter,es,razon n 142 de porque odio a las mujeres,sexist,misogyny-non-sexual-violence
EXIST2021,4224,twitter,es,"habla con propiedad , el humorismo moderno . no es feminismo . un saludo",sexist,ideological-inequality
EXIST2021,4225,twitter,es,"eso si , los gobiernos deben priorizar acciones como acceso gratuito a anticonceptivos e información sobre planificación familiar . la clave es sobre todo , que las mujeres tengan la cantidad de hijos que ellas decidan , sin coerción alguna . o también , tengan la libertad de no tener",non-sexist,non-sexist
EXIST2021,4226,twitter,es,este virus fue hecho x una # femina ardid malditas,sexist,ideological-inequality
EXIST2021,4227,twitter,es,"+ comenzase a verla como una mujer . vaciló , sonriendo levemente de nuevo , dejando que una pequeña , breve y suave risa brotan de sus encantadores labios . a hah . . . hoy estás más obediente . hahn . a su rostro se acercó hasta el cuello de su hembra , donde su nariz comenzó a +",sexist,objectification
EXIST2021,4228,twitter,es,vaya culo guarra,sexist,objectification
EXIST2021,4229,twitter,es,rusia ve en el reconocimiento del sahara como marroquí por eeuu una violación del derecho internacional vía,non-sexist,non-sexist
EXIST2021,4230,twitter,es,vos callate femina mata bebes,sexist,misogyny-non-sexual-violence
EXIST2021,4231,twitter,es,"compiten entre ellos , los fachas investigadores epidemiólogos , a ver quien la dice más gorda",non-sexist,non-sexist
EXIST2021,4232,twitter,es,"la gente que se pone a acosar a otros porque si no hagas a los demas lo que no te gustaria que te hiciesen a ti . te puede caer como el culo alguien , pero superalo y pasa del tema . vive tu vida",non-sexist,non-sexist
EXIST2021,4233,twitter,es,"es vd , se me olvidaba colega . bueno chicas no pasa nada , m quedó solita",non-sexist,non-sexist
EXIST2021,4234,twitter,es,"533 casos de comida , y un par de gallinas con el culo roto , esto se fue de las manos",non-sexist,non-sexist
EXIST2021,4235,twitter,es,aguas no se vayan a ofender las señoritas,non-sexist,non-sexist
EXIST2021,4236,twitter,es,"yo soy mujer , "" vulvoportante "" como le gusta llamarme a los progres . y no me vas a hablar vos ni nadie de la opresión que sufrimos las mujeres y menos que menos de abortos ( d los cual te puedo dar una cátedra si queres ) . el mansplaining déjaselo al patriarcado . por acá no es . . .",non-sexist,non-sexist
EXIST2021,4237,twitter,es,"lo que más me jode es ver cada vez más hombres que literalmente no saben qué quieren para ellos , para su vida , para su futuro . me molesta porque nos hace quedar mal a los demás solo porque deciden estar en el camino del victimismo . es lamentable .",non-sexist,non-sexist
EXIST2021,4238,twitter,es,"a todo señor , todo honor . . . me acaban de llamar una señorita muy amable de que por fin entendió cual es el rollo y sabe como resolverlo . excusas por la grosería , en ese call center me la volaron .",non-sexist,non-sexist
EXIST2021,4239,twitter,es,"tú te pareces más a la ultraderecha que las feministas , con esa misoginia que te gastas . el odio tuyo hacia las mujeres no los ves a no ? normal , siempre mirando para un ladito .",non-sexist,non-sexist
EXIST2021,4240,twitter,es,"el chico se estaba paseando por los pasillos con una falda corta , pero se encontraba bastante tapado de la parte de arriba . a quiero cenar a se encontraba perdido entre tanto pasillo , era muy grande el lugar .",non-sexist,non-sexist
EXIST2021,4241,twitter,es,q lindo es ver q cada vez más morritos leen sobre distintas ramas del feminismo a créanme q ayuda mucho ver las cosas desde la perspectiva de otras mujeres diferentes a nosotras para comprender mejor la lucha < 3 poquito a poquito pero siempre aprendiendo,non-sexist,non-sexist
EXIST2021,4242,twitter,es,"soy super dino , no me hablen chica / os alejense de mi , no ven que tengo problemas ? ? asistente . dejenme ser como soy ! ! mamá no es una etapa , naci , soy y morire dino para toda la vida ! soy super eddy me delirio ojeada soy super dino quieres que sea tu anonimo eddy ? ? lo sere !",non-sexist,non-sexist
EXIST2021,4243,twitter,es,"el hombre muere y la naturaleza prospera porque el primero necesita del segundo y no viceversa . por eso , si alguna vez dejara de existir la humanidad , la naturaleza se apoderara de aquello que alguna vez ellos crearon , dando así un espectáculo : un renacer .",non-sexist,non-sexist
EXIST2021,4244,twitter,es,"yo recuerdo que leí un ff que estaba re piola , lo juro todo era amor y ternura , llego el final y fue una mierda , no lo digo en la manera que fue fea , si no que todo se fue a la chucha y yo quise morir aun lo recuerdo y están triste",non-sexist,non-sexist
EXIST2021,4245,twitter,es,y cuando saquemos a las chicas de uk y se hunda ese pais then what ?,non-sexist,non-sexist
EXIST2021,4246,twitter,es,"bee bus line . . . , hay otro retraso mas que agregar ? y no muestro el número para no desearlo aunque se lo merece",non-sexist,non-sexist
EXIST2021,4247,twitter,es,"candela , de filosofía . raquel , de administración , doscientos setenta euros al mes , la factura que abono yo en exclusiva porque su madre dice que no tiene . muchos soportamos las cargas y tareas de una casa y a cambio tenemos mujeres y ex que solo saben el nombre del pediatra .",non-sexist,non-sexist
EXIST2021,4248,twitter,es,"no me digas , en q estoy obstaculizando dicha investigación ? si hablamos d pruebas sobre el narco gobierno las hay d sobra . corrupción , robo , asesinatos tráfico d drogas robo multi millonario a pasa preguntale a la era golfa d la colita cuantos millones d euros tienen sus . . .",non-sexist,non-sexist
EXIST2021,4249,twitter,es,""" por organizarte te van a llamarterrorista de baja intensidad llaman terrorismo a estar contra el sistema vigilan estás en la alistate vigilan , te llaman terroristas estrecha el cerco mil miradas sobre ti "" . te vigilan - elektroduendes",non-sexist,non-sexist
EXIST2021,4250,twitter,es,rebelde - y recuerda una mujer de verdad es la que se convierte en lo que ella quiere ser y no lo que el mundo le dice .,non-sexist,non-sexist
EXIST2021,4251,twitter,es,"sigo a una chica en insta que fue madre hace poco y que no para de hablar de ser madre y del bebé y de bebés en general , , , atraída por la idea de repente no voy a mentir",non-sexist,non-sexist
EXIST2021,4252,twitter,es,"cómo no va a ser una creación de los dioses con su rostro de niña coreana , quieras o noo",non-sexist,non-sexist
EXIST2021,4253,twitter,es,a la peña se le olvida k usar el victimismo como única forma d k tus colegas t aguanten y salgan contigo por ahí tamb es manipulación xd,non-sexist,non-sexist
EXIST2021,4254,twitter,es,"ya es hora que todos los del montaje caigan , cierto senador de las faro ? hasta a esa escoria llegarán",non-sexist,non-sexist
EXIST2021,4255,twitter,es,polla sabor sandía,non-sexist,non-sexist
EXIST2021,4256,twitter,es,"pero quien eres tú para pedir nada , luis por favor si no te conocen ni en tu casa jajajajaja . y este men se tendrá que lavar la polla pero tú igual necesitas lavarte el sobaco de vez en cuando que huele a otaku que tira para atrás . besitos : espero tu mención a mis seguidores",non-sexist,non-sexist
EXIST2021,4257,twitter,es,fosa vip me pareces el tio más de puta madre junto a pedro de ese grupo . si te metieses más a la play te conoceria más y la verdad que no sé x cojones me enfade contigo . eso que me caes bien y que te metas a jugar o a charlar una de dos .,non-sexist,non-sexist
EXIST2021,4258,twitter,es,"no voto a ningún partido , pero el pp no tolera que nadie le tosa al jefe , menos aún si es mujer . recordemos a rita barbero , esperanza aguirre , cristina cifuentes y cayetano alvarez de toledo . ahora a por ayudo ? mucho feminismo , pero desde 1978 ni una sóla presidenta del gobierno .",non-sexist,non-sexist
EXIST2021,4259,twitter,es,"estar tiene más oportunidades que yo de follar porque : - es una diosa , pero fértil , no como yo que estoy estéril total por vieja ( ? ) - es humana , nadie le va una mujer maldecida y condenada a vivir como una semidios ( ? ) x - tiene buen culo , no como yo ( ? ) x a sigo ?",sexist,objectification
EXIST2021,4260,twitter,es,por eso es mejor el masculinismo va,non-sexist,non-sexist
EXIST2021,4261,twitter,es,"totalmente de acuerdo , pero todas las mujeres no lo saben y quienes lo sabemos lo aprendimos con el tiempo .",non-sexist,non-sexist
EXIST2021,4262,twitter,es,"cuenta reprimida por el gobierno , ya regresé con más ánimos # amlomalandro # amloelfracasopresidencial # lopezelpeorpresidentedelmundo # lopezgobiernofallido # lopeznopudo # lequedógrandelasilla # amlotraidoralapatria cc .",non-sexist,non-sexist
EXIST2021,4263,twitter,es,hoy me siento una mujer moderada,non-sexist,non-sexist
EXIST2021,4264,twitter,es,esto es súper importante . entender que este virus se ceba con las mujeres precarias es una razón más para que cuidemos y nos cuidemos a través de,non-sexist,non-sexist
EXIST2021,4265,twitter,es,que huevos tienen esos milicos ! ! ! . la miran mucho porque no pueden creer que exista semejante ser vivo ! jaja vieja fiera ! . cuando era chica la mamá le colgaba un bife del cuello para ver si el perro aceptaba jugar con ella ! ! !,non-sexist,non-sexist
EXIST2021,4266,twitter,es,"esto es político y quieren meternos al "" marimacho "" de por los ojos .",non-sexist,non-sexist
EXIST2021,4267,twitter,es,nooooooo como puedes decir noooooooo # notallmen wana wana,non-sexist,non-sexist
EXIST2021,4268,twitter,es,igual prefiero q vayan con james a q con el gringo q fueron las pinks la última vez porq ese se ganó todas mis ganas de cagarlo a trompadas y se notaba lo incómoda q estaban las chicas pero bue la audencia es lo q importa acá ! !,non-sexist,non-sexist
EXIST2021,4269,twitter,es,pues coger un taxi después de haber jugado con la polla afuera un partido durisimo si debe ser un tedio .,non-sexist,non-sexist
EXIST2021,4270,twitter,es,una mujer rebelde defiende a su mujer hasta el final . . yo quiero a quien quiero y se acabo,non-sexist,non-sexist
EXIST2021,4271,twitter,es,"cursillos de pérdida de habilidades sociales e introducción al acoso . no todo el mundo puede dar cursos la verdad , no saben el daño que hacen con : el que piensa que aprende a ligar y todo está justificado ( aprenden a ser insensibles ) , y a las mujeres que se encuentran con esto",non-sexist,non-sexist
EXIST2021,4272,twitter,es,por favor hagamos trending copia los hashtags entre más posts más alcance tiene # aztecanoticas # telemundo # noticierostelevisa # telediario # pfpapoya # pj # gobiernodelestado # pop # por # cada # yositecreo # niunamenos # cid # como # serena # guardianacional,non-sexist,non-sexist
EXIST2021,4273,twitter,es,"no hay información en ningún lado de donde ha sacado esa fortuna ? han borrado toda la información para dejar en ma lugar a la chica ? al final vas a ser tu más conspiranoicos que yo , las élites borran todos los datos de vuestra gente , que mala suerte .",non-sexist,non-sexist
EXIST2021,4274,twitter,es,"yo soy una mujer cis y también se me nota mucho la nuez . lo que pasa es que ven que eres preciosa y buscan la mayor gilipollez que encuentren para intentar hacerte sentir insegura . pero vamos , mejor ignorarlos porque no merecen ni el tiempo ni el esfuerzo .",non-sexist,non-sexist
EXIST2021,4275,twitter,es,. . . ~ - pues obedeció como si fuera una mujer buena y obediente . -,sexist,stereotyping-dominance
EXIST2021,4276,twitter,es,"y bueno , lexie y george , que pareja de mierda es esa ? ? ? ya la están cagando otra vez , por favor stop . no pegan para nada , que dejen a chico y chica ser amigos , se puede eh , eso existe xd",non-sexist,non-sexist
EXIST2021,4277,twitter,es,"de acuerdo 100 % . la acción del estado es necesaria para ese control , así como el empoderamiento de los trabajadores organizados para poder tener palanca para negociar mejoras en salarios y condiciones .",non-sexist,non-sexist
EXIST2021,4278,twitter,es,"de : "" son las mujeres las que han llevado el peso brutal en la carga de cuidados para transitar esta pandemia """,non-sexist,non-sexist
EXIST2021,4279,twitter,es,"[ 18 / 12 / 20 , 00 : 39 : 06 ] : hoy es luna menguante [ 18 / 12 / 20 , 00 : 39 : 10 ] : y se le sube la polla [ 18 / 12 / 20 , 00 : 39 : 11 ] # : a la gente [ 18 / 12 / 20 , 00 : 39 : 12 ] : o que [ 18 / 12 / 20 , 00 : 39 : 14 ] : joder",non-sexist,non-sexist
EXIST2021,4280,twitter,es,dios q calor poco mas y me transpiran las tetas,non-sexist,non-sexist
EXIST2021,4281,twitter,es,me acabo de enterar que emma stone está embarazada,non-sexist,non-sexist
EXIST2021,4282,twitter,es,voy a ser muy pesada pero es que esta maravilla lo merececheck this,non-sexist,non-sexist
EXIST2021,4283,twitter,es,"ni un centro a la cabeza en 90 minutos , hijos d puta",non-sexist,non-sexist
EXIST2021,4284,twitter,es,acá hay más sobre el caso . # yositecreo # rodrigoarielchaconesunpederasta,non-sexist,non-sexist
EXIST2021,4285,twitter,es,igual rompí la última pared de demencia esta mañana cuando decidí como mujer moderada seguir durmiendo solo pq estaba soñando con que abrazaba a yoon a pesar de que ya estaba llegando tarde al t world,non-sexist,non-sexist
EXIST2021,4286,twitter,es,"diosa moderada , la mujer más hermosa",non-sexist,non-sexist
EXIST2021,4287,twitter,es,"tragedia en # flores : anoche un auto atropelló a una mujer con su hijo de 5 años en directorio y san perrito . ambos trasladados al hospital niñero , el nene murió . el auto se dio a la fuga . otra un asesino al volante se lleva la vida de una criatura # yateloavisé",non-sexist,non-sexist
EXIST2021,4288,twitter,es,creo k se necesita un hombre más en el centro del campo .,non-sexist,non-sexist
EXIST2021,4289,twitter,es,"pero los argumentos siguen encima del piano . y en serio , petter , que no te lo vas a follar , que tiene mujer e hijos .",non-sexist,non-sexist
EXIST2021,4290,twitter,es,"si se sabe . es obvio . es típico de los # notallmen esos tweets , en cada oportunidad saltan a defenderlos",non-sexist,non-sexist
EXIST2021,4291,twitter,es,la mayoría de las mujeres somos normales y no esto,non-sexist,non-sexist
EXIST2021,4292,twitter,es,se estrecha el cerco sobre el líder de los moscos separatistas : ima alcoba detalla todos los expedientes resueltos y abiertos contra lque circule a a a,non-sexist,non-sexist
EXIST2021,4293,twitter,es,"acabo de leer en el perfil de una tuitear "" soy suya . soy sumisa y con orgullo "" . creo que no tiene nada de malo ser sumiso siempre que te sientas bien así . y si una mujer puede ser sumisa con su pareja hombre ( "" y con orgullo "" ) , por qué un hombre no podría serlo también con su . . .",non-sexist,non-sexist
EXIST2021,4294,twitter,es,y qué pasa conmigo que acá no encuentro la gracia we la re vivía # notallmen,non-sexist,non-sexist
EXIST2021,4295,twitter,es,+ 1 más demostrar de lo que se es capaz de hacer y menos victimismo patético .,non-sexist,non-sexist
EXIST2021,4296,twitter,es,"si . pero , a qué tiene que ver ? no estamos en crisis por culpa de mm ? y encima gastan en un acto político para qué ? vos crees q todos fueron x sus medios y se vuelven a su casa del mismo modo ? que triste ser yuka , pero q lindo ser tu mujer !",non-sexist,non-sexist
EXIST2021,4297,twitter,es,"yo esperé dos meses y fui presentar una instancia , ya que tardaban , respondieron entonces . como no , con lo de siempre : niña al cole y punto . pero respondieron",non-sexist,non-sexist
EXIST2021,4298,twitter,es,"tras 25 días de la toma del , integrantes de colectivos feministas hacen limpieza para entregar las instalaciones . # puebla # tomacongresopuebla @ coatlicueviva @ feministapuebla",non-sexist,non-sexist
EXIST2021,4299,twitter,es,"el feto que abortos es inocente de la violación . pero cuando realmente hubo una violación con embarazo , tenés un dilema en el que no podes ser justo con la mamá y el bebé a la vez . a . si privilegios la vida del bebé , condenas a la mamá a gestar al hijo de su violador . +",non-sexist,non-sexist
EXIST2021,4300,twitter,es,hay un montón de gente que no tiene ganas de usar tapabas ; ni que la prevención para no contraer coronavirus viniera de la mano de dejarse sodomizar por una horda de monos leprosos en celo . pelotudos .,non-sexist,non-sexist
EXIST2021,4301,twitter,es,esa serie es la polla,non-sexist,non-sexist
EXIST2021,4302,twitter,es,"hubo de todo : desde agresiones a ancianos sin ninguna razón , hasta mujeres tirando sillas y mesas por todos lados porque no las dejaron entrar a un bar . estos son los 5 pleitos más descabellados que se vieron este año en # miamibeach .",non-sexist,non-sexist
EXIST2021,4303,twitter,es,"hombres respondiendo mis fletes : "" uy que rico "" "" a cuanto el kilo de morcilla "" "" a ver "" mujeres :",non-sexist,non-sexist
EXIST2021,4304,twitter,es,"adjunto foto , hombres y mujeres merecen respeto , mientras tú no respetes nadie te va a respetar . así de fácil .",non-sexist,non-sexist
EXIST2021,4305,twitter,es,"la payasada de este marimacho no tiene límite . . claudia lópez esto es gracias al presidente , usted no ha hecho nada por nadie que no pertenezca a la peste de izquierda . oportunista . .",non-sexist,non-sexist
EXIST2021,4306,twitter,es,perdonalo en tú interior por ser tan necio . y actúa como un hombre de bien .,non-sexist,non-sexist
EXIST2021,4307,twitter,es,"no creo que lo acabe pronto , estoy pasándomelo a pocos con mi ex y queremos hacerlo juntos , nos quedamos algo antes del boss de camara de eden pero esa excusa no me vale , todos viven en el mismo mundo , y he hecho todas las secundarias , conozco la historia de la niñata",non-sexist,non-sexist
EXIST2021,4308,twitter,es,las mujeres pueden distinguir entre 700 colores de labiales pero no pueden distinguir entre un buen tipo y un man que las va a dejar en la v,sexist,stereotyping-dominance
EXIST2021,4309,twitter,es,"a le tomaron examen de a conciencia social a a la joven futbolista , a pedro garcía y a jesús vera ? dime dónde , voy y me anoto . p . s . : a es requisito pegar mujeres o me baja la calificación ?",non-sexist,non-sexist
EXIST2021,4310,twitter,es,"a mí me da igual , yo nunca aborté , sin embargo , no me atrevo a juzgar a las mujeres que lo hacen , ellas saben sus razones .",non-sexist,non-sexist
EXIST2021,4311,twitter,es,golfa chaqueta golfo chaval,non-sexist,non-sexist
EXIST2021,4312,twitter,es,"rafael . eran pj enemistad , con relación estrecha con cavallo . hay miles de documentos al respecto . de que estamos hablando ?",non-sexist,non-sexist
EXIST2021,4313,twitter,es,a mi nuca me llama mi abuela para mi cumple . yyy eso es ser mal abuela ? . esta chica habla de antoja y ya no habla en todo el programa .,non-sexist,non-sexist
EXIST2021,4314,twitter,es,"yo no me quejo del diseño de la hija de starfire . su papel es el ser la chica eddy rebelde , para eso fue escrito el personaje y pues lo hace bien . lo del estilo veo muchos quejarse . no es la primera vez que dc usa el estilo "" tumbar "" como lo llaman para otros comics .",non-sexist,non-sexist
EXIST2021,4315,twitter,es,"iba a decir lo mismo porque me pasó y despues de meses me enteré la verdad , pero tenia miedo de quedar medio mala leche , no todos los hombres son malos a veces me olvido ( ?",non-sexist,non-sexist
EXIST2021,4316,twitter,es,"ree pero si dice hombres después salen los ofendidos a decir q "" no todos son así """,non-sexist,non-sexist
EXIST2021,4317,twitter,es,"# sabadosdepoesiaa ti , mujer rebelde y guerrera , a ti que te atreves a ser la más fiera , no desistas , no te rindas nunca , recuerda todas esa noches de luchaunidas en la # pandillaopositora",non-sexist,non-sexist
EXIST2021,4318,twitter,es,"# ucatolicacolocoloxcdf maricon es valencia porque le pega a las mujeres ! ! ! si no esta preso , al menos deberian expulsarlos del futbol chileno . . . fuera valencia maricon ! ! !",non-sexist,non-sexist
